Passengerid,Age,Fare,Sex,sibsp,zero,zero.1,zero.2,zero.3,zero.4,zero.5,zero.6,Parch,zero.7,zero.8,zero.9,zero.10,zero.11,zero.12,zero.13,zero.14,Pclass,zero.15,zero.16,Embarked,zero.17,zero.18,2urvived
83,41,56,51,40,43,48,69,48,65,58,43,46,71,45,49,61,37,60,49,31,67,46,61,55,62,41,50
20,50,53,61,35,46,58,66,65,43,50,42,44,77,34,40,62,52,38,41,53,66,44,63,56,18,36,42
49,49,52,58,39,58,35,19,48,58,42,67,51,50,46,74,40,34,49,51,50,52,39,59,42,70,53,55
38,52,47,44,42,33,51,43,54,50,34,20,38,48,42,36,50,46,30,61,71,33,28,49,37,45,69,54
44,40,53,70,55,32,41,50,55,49,54,58,33,41,46,70,57,44,47,63,53,8,39,66,71,55,31,73
59,41,39,36,38,60,58,60,30,38,51,40,31,24,68,39,74,64,57,34,46,43,73,51,75,60,60,35
58,61,80,39,18,47,74,46,51,24,56,41,42,31,68,50,41,45,39,64,62,27,40,53,84,46,61,59
58,35,45,50,61,40,16,48,85,54,49,50,75,50,35,50,44,54,52,64,47,36,41,22,31,34,39,64
62,38,46,50,45,38,51,72,59,57,64,51,66,70,49,82,35,37,27,50,49,49,54,35,17,59,46,87
58,60,22,33,57,59,75,42,38,55,46,57,59,74,67,38,76,38,57,60,15,57,55,39,42,44,50,51
27,52,47,41,45,68,55,55,54,49,32,48,50,29,41,81,28,52,51,37,47,79,39,46,60,39,30,63
56,42,51,52,56,29,60,41,24,62,48,57,55,56,64,61,68,79,56,30,41,30,65,46,24,62,62,44
71,33,46,49,60,34,45,33,60,43,59,49,64,52,52,51,46,56,40,34,67,39,64,57,48,57,39,33
50,29,44,87,68,28,46,56,43,42,31,47,63,57,60,44,45,52,46,53,79,67,56,11,45,39,64,44
50,61,27,43,-5,57,78,68,53,43,47,72,59,59,98,13,68,47,61,49,67,25,55,49,39,67,57,91
46,43,53,53,50,45,50,52,76,82,69,34,45,64,37,46,39,45,52,52,59,53,40,53,41,64,47,34
23,70,23,39,27,25,35,59,73,46,55,37,48,50,15,29,53,58,65,40,33,25,66,27,63,33,63,30
57,56,68,37,60,54,83,50,48,21,80,52,50,57,39,32,55,40,42,53,62,45,36,40,55,40,52,46
48,49,60,60,42,45,68,63,38,29,28,44,51,42,49,67,44,59,36,56,42,22,39,42,39,46,46,43
35,41,46,79,67,59,41,53,48,44,64,52,75,51,44,44,39,38,47,47,70,46,45,42,53,35,89,46
37,17,46,73,49,95,36,55,43,67,56,44,48,68,53,2,49,51,52,50,34,39,45,61,29,39,47,23
74,17,49,28,50,45,43,42,55,43,58,67,64,32,53,62,69,42,14,53,46,63,50,56,46,51,82,45
25,51,46,58,44,39,43,58,53,48,41,52,30,53,39,60,51,30,68,30,38,59,38,66,23,32,44,50
40,54,49,47,81,62,7,74,12,65,48,32,54,40,39,44,51,22,51,74,45,27,64,66,60,86,42,42
59,17,54,65,54,41,54,27,68,76,53,36,86,52,41,54,83,69,56,67,9,57,71,29,55,39,1,41
46,41,34,41,42,68,55,49,63,42,51,43,63,60,66,30,53,25,30,52,62,24,51,40,56,68,52,36
60,43,49,55,72,58,40,69,37,60,40,49,59,39,29,65,34,49,43,66,52,60,14,46,61,61,45,25
54,79,37,68,43,69,45,58,53,53,54,74,51,77,63,46,45,46,51,35,59,67,54,24,62,57,53,30
58,39,47,55,28,70,64,36,68,40,59,41,74,39,29,61,51,45,61,44,46,44,38,52,60,60,41,59
47,64,44,41,51,39,51,71,38,31,57,87,44,46,59,43,54,43,57,37,62,21,35,56,57,42,42,74
52,47,42,70,63,69,16,49,33,41,82,34,48,62,29,58,42,60,59,46,62,60,53,32,53,57,63,54
76,34,39,42,54,35,33,60,35,35,44,15,68,73,44,21,69,16,63,68,20,26,71,85,45,39,31,59
37,47,35,56,33,40,39,48,48,59,42,34,49,64,39,59,54,42,54,41,55,39,33,20,28,63,22,72
68,64,46,47,71,47,36,55,56,32,42,48,42,49,56,79,56,32,65,39,79,46,57,60,62,36,52,50
74,42,35,67,58,55,59,58,63,50,59,61,52,40,65,74,47,32,64,41,43,54,43,39,-16,49,25,38
49,74,33,64,37,42,60,71,30,43,42,48,45,48,58,29,57,26,42,36,68,38,67,48,52,26,41,60
46,44,71,42,52,42,33,49,61,59,41,40,63,54,64,44,80,63,36,27,70,65,41,53,67,55,39,62
43,57,47,53,29,7,33,68,55,45,66,14,69,42,46,57,37,55,54,48,77,39,34,50,67,65,49,47
73,17,72,18,74,46,48,46,44,50,41,58,77,50,59,59,52,41,72,72,41,49,47,52,76,34,39,49
54,62,73,42,66,40,44,79,80,25,43,40,31,52,60,44,29,86,77,25,38,47,42,55,49,33,53,69
72,51,45,60,95,30,44,48,34,78,19,41,51,25,50,29,62,76,77,62,52,68,28,54,48,66,74,72
27,72,38,55,45,63,45,78,51,25,45,65,38,63,83,67,31,89,54,48,55,43,49,50,54,59,48,71
32,35,25,61,58,35,40,44,55,43,26,51,43,42,45,85,61,18,42,65,46,60,58,58,73,27,59,45
61,34,48,43,66,60,40,38,49,36,56,22,39,34,35,49,67,29,48,45,60,78,69,64,44,25,40,96
56,40,56,48,59,44,46,51,80,75,53,59,64,56,29,17,66,50,67,44,37,73,56,12,53,94,29,59
67,49,59,26,60,65,21,45,57,25,61,50,51,38,44,57,50,73,61,54,69,49,34,9,48,26,60,43
34,50,61,34,44,57,43,61,63,40,46,29,35,70,53,30,17,42,35,61,55,42,57,61,84,20,44,31
51,35,84,48,40,45,53,40,75,51,51,49,45,31,58,42,48,17,80,47,62,25,47,32,39,20,70,71
39,52,58,58,62,34,58,69,50,30,60,55,9,38,58,80,54,55,42,60,56,47,38,42,35,38,49,54
71,49,71,69,77,23,51,35,54,48,64,37,50,46,32,57,80,65,62,65,52,61,66,53,69,70,65,47
38,69,56,81,58,28,55,47,57,40,45,59,60,20,36,64,59,43,65,18,81,56,61,35,52,48,56,15
42,62,44,55,61,54,55,54,37,53,25,57,29,47,45,51,81,41,50,62,61,45,35,74,54,51,25,34
31,68,46,40,60,60,34,66,54,50,21,42,71,47,49,55,43,72,37,59,34,35,53,51,40,47,39,68
65,70,43,52,49,79,54,32,58,29,35,48,38,69,30,61,27,57,56,64,56,60,42,49,63,61,59,51
51,42,56,71,39,37,42,68,49,43,17,43,43,75,57,67,17,53,59,30,47,43,40,40,39,38,46,35
47,43,46,40,65,9,68,36,40,45,72,50,18,55,42,63,63,55,47,69,51,53,48,35,41,29,77,36
72,70,50,49,42,27,41,64,72,67,69,57,50,29,82,57,72,72,49,66,39,39,49,49,69,50,59,54
70,36,50,35,56,32,73,33,22,51,28,57,44,24,19,47,59,59,35,58,77,43,57,55,44,49,66,46
50,55,63,43,44,44,23,30,66,39,57,39,52,58,43,69,66,50,58,40,49,25,50,45,54,33,22,27
44,63,43,55,35,39,25,65,-3,62,66,68,36,44,48,54,68,68,35,37,71,52,59,46,57,36,61,73
55,17,50,28,43,41,43,66,64,42,50,77,32,40,52,58,45,44,25,44,30,73,60,56,67,67,66,39
45,50,61,73,63,48,30,71,69,74,65,39,55,44,54,41,27,38,47,59,54,41,53,52,28,47,35,59
43,29,55,30,29,41,75,68,67,55,57,75,52,56,83,57,67,56,50,42,59,19,54,34,50,36,45,64
64,63,66,64,56,66,44,67,47,36,76,32,55,71,35,40,46,63,66,58,46,75,41,59,70,21,40,81
35,68,57,37,53,49,66,44,61,33,44,56,60,56,35,72,42,22,35,65,56,58,65,61,39,57,41,49
46,16,51,24,61,35,53,38,42,26,54,44,35,62,56,46,57,42,60,64,36,51,61,60,29,46,48,57
37,43,44,50,69,36,48,49,55,56,52,53,41,57,57,46,42,66,28,23,61,46,59,53,54,66,44,27
54,20,46,69,59,40,56,36,46,49,46,73,75,31,45,43,62,40,58,22,25,64,15,52,66,28,37,50
64,46,51,31,67,48,25,77,43,49,42,48,22,13,47,45,60,35,38,39,56,69,63,52,45,58,26,48
26,71,44,39,28,63,76,51,8,45,70,80,40,61,57,45,53,45,40,34,51,49,39,33,48,50,54,82
54,69,52,63,55,46,43,89,61,51,54,64,43,23,52,48,64,48,64,50,22,62,57,47,61,61,69,52
57,58,54,59,53,39,38,52,39,59,57,46,41,39,68,45,63,33,22,31,45,52,29,19,60,49,28,72
51,22,41,47,63,33,54,57,28,29,43,49,59,56,66,39,21,50,26,38,21,76,48,23,39,42,52,57
56,37,39,24,45,29,38,71,45,55,36,41,53,51,41,75,58,53,45,46,63,70,42,50,53,49,78,56
35,41,45,82,57,63,70,51,11,67,36,40,40,78,61,49,45,46,30,45,72,22,46,70,52,51,64,64
48,48,37,22,65,59,55,57,55,64,35,48,78,37,45,52,10,61,40,23,57,38,46,42,45,49,23,39
48,75,42,27,76,80,37,50,43,47,52,21,30,68,47,57,65,32,47,53,38,63,64,18,37,8,42,55
40,39,29,49,49,36,68,28,43,32,30,57,42,38,69,46,41,39,47,53,53,52,77,41,68,29,56,58
43,32,60,71,39,40,45,58,73,14,73,85,71,45,45,33,58,51,76,41,53,39,54,45,55,61,47,26
40,47,24,62,62,57,39,41,45,43,69,48,46,69,45,52,31,42,47,49,72,73,56,49,30,38,94,72
43,47,65,64,63,34,49,66,39,61,52,33,31,37,31,36,43,52,66,57,31,80,72,66,46,70,65,20
49,55,68,30,44,47,68,39,53,43,42,48,76,30,46,53,47,28,57,45,59,45,36,71,48,38,42,63
49,82,46,18,38,61,48,55,54,42,42,27,45,38,50,30,43,41,47,59,76,37,54,80,71,41,43,38
60,19,73,59,51,63,5,52,69,57,61,88,67,38,62,73,56,64,38,61,33,57,53,34,33,62,57,72
64,60,71,60,20,27,36,54,48,36,21,46,51,65,49,48,62,59,37,50,48,35,43,52,62,50,43,57
75,54,51,68,81,41,49,60,50,48,61,52,93,43,49,47,44,43,48,47,26,51,44,49,65,57,30,54
46,72,82,61,44,24,46,56,26,41,30,51,24,76,56,43,67,44,35,49,55,54,49,44,34,61,76,43
53,39,51,43,51,40,60,70,72,42,68,56,58,50,50,28,48,64,48,46,40,44,50,60,38,43,41,70
43,43,54,74,29,31,44,61,29,67,27,27,28,55,57,65,33,6,46,34,60,52,67,50,37,43,59,29
31,51,37,66,87,60,41,38,76,40,57,65,61,60,53,52,82,75,52,65,29,34,48,29,46,55,49,46
38,45,33,43,44,41,61,60,33,60,53,51,24,57,75,53,42,27,29,58,65,38,66,52,36,64,21,59
75,16,31,52,48,45,41,48,26,41,42,61,65,73,91,72,33,61,27,47,76,47,31,44,60,45,59,56
48,59,52,60,46,39,52,30,47,27,34,45,59,45,72,49,64,46,39,85,54,63,50,59,55,47,38,56
48,74,68,43,36,36,72,62,30,50,46,37,39,33,76,66,78,46,58,17,47,54,30,52,76,42,40,49
36,38,40,63,67,35,59,61,58,83,56,33,46,70,29,67,37,48,61,64,50,73,40,21,63,63,57,25
51,43,35,69,73,50,54,31,79,63,42,58,38,55,43,70,51,42,49,44,73,45,60,59,47,43,31,70
41,78,61,56,56,40,47,62,65,52,73,50,61,45,59,29,29,63,41,2,28,34,64,36,54,86,42,58
62,58,41,51,34,37,48,34,68,51,54,62,32,24,57,66,37,61,57,50,61,63,30,46,32,21,66,30
52,59,47,44,20,48,50,47,58,35,41,60,55,43,37,61,53,56,63,29,39,65,56,42,69,81,55,35
31,30,26,53,76,72,78,66,42,56,68,62,45,62,64,72,66,47,64,51,39,29,20,73,54,20,35,57
33,61,62,31,35,71,80,49,63,42,26,30,45,57,42,82,56,42,45,64,31,61,45,33,38,49,41,39
61,42,64,49,53,39,53,24,55,82,48,66,39,83,53,47,30,49,65,50,35,45,51,51,35,46,57,50
48,52,55,30,21,45,45,43,60,38,55,64,71,72,40,42,56,54,101,66,47,46,24,73,54,44,40,37
50,51,31,66,46,55,21,43,52,35,66,66,44,52,76,20,28,42,60,40,73,45,24,44,33,51,21,82
41,45,51,13,65,35,33,54,68,55,59,57,50,40,21,7,25,68,28,42,31,41,60,22,46,13,44,57
41,52,54,45,52,36,47,59,52,46,50,39,45,68,25,48,56,45,59,60,55,54,19,49,40,55,68,54
33,53,52,57,52,31,58,57,14,58,51,33,52,62,40,55,44,29,35,41,46,15,66,43,52,43,69,35
82,71,58,41,49,23,43,66,34,46,55,57,31,46,53,36,48,51,91,49,36,49,27,45,35,61,62,41
43,46,61,47,22,57,31,28,44,41,34,38,57,61,43,56,40,55,49,67,49,31,55,31,75,26,50,47
29,41,46,22,40,18,41,70,37,44,35,51,67,47,64,57,71,33,67,64,40,43,70,41,74,45,48,55
51,35,68,63,56,51,47,45,78,50,64,69,58,53,58,38,45,77,56,63,41,46,45,34,49,55,26,46
41,39,68,38,47,73,59,82,45,64,69,59,33,28,50,57,54,42,61,36,62,38,39,34,65,56,60,67
44,40,58,41,52,73,69,41,21,45,44,48,23,53,55,64,40,75,55,72,47,48,40,28,47,42,60,43
64,62,42,32,52,62,54,52,37,52,32,55,54,44,49,35,48,23,64,45,91,63,55,45,42,51,47,45
76,55,49,28,29,61,67,49,53,40,37,70,38,52,49,23,32,46,47,19,48,45,60,34,41,34,43,70
47,59,54,22,40,29,46,58,22,44,77,49,61,46,42,41,36,61,29,52,66,54,48,41,50,47,32,36
41,59,72,68,40,63,44,33,56,36,23,35,53,71,52,51,58,51,52,20,63,68,65,38,30,48,61,36
46,71,57,61,59,67,53,70,42,37,72,58,24,80,56,58,38,51,48,40,37,32,60,70,31,49,37,45
37,52,36,39,41,54,57,44,43,38,39,72,57,55,34,47,59,54,29,70,63,48,49,80,44,43,43,55
43,58,55,47,70,55,61,39,48,72,25,53,27,74,39,54,38,24,61,26,70,43,67,46,41,50,31,29
57,30,36,39,51,37,38,65,45,47,67,46,62,41,54,54,54,32,85,56,64,77,49,53,47,56,41,57
43,57,33,52,72,40,64,42,38,11,65,65,78,33,81,60,28,57,69,31,47,51,35,35,16,25,30,47
49,52,49,58,54,47,25,54,45,50,43,58,65,45,43,26,24,34,57,78,35,57,45,34,48,61,68,49
49,42,42,61,65,57,42,34,56,71,28,75,35,27,16,52,35,56,52,40,78,31,43,43,61,46,48,53
63,74,40,59,58,55,53,66,25,47,44,34,61,43,64,39,62,65,68,65,34,44,63,63,50,44,68,25
35,41,65,59,28,38,52,78,32,61,66,37,65,40,56,74,56,59,49,31,71,57,50,52,53,31,44,23
77,32,13,43,46,48,37,42,11,63,37,56,67,25,64,40,43,59,56,65,51,55,41,56,50,56,29,62
47,46,30,34,19,64,69,51,44,48,44,46,42,53,44,57,28,47,36,44,55,33,66,44,51,49,34,32
45,54,70,74,59,72,36,37,52,53,64,46,51,32,67,51,48,48,67,56,49,62,72,37,49,55,52,55
49,47,59,30,26,77,29,79,52,38,47,40,28,45,44,88,35,66,72,62,73,66,50,76,34,19,99,49
21,39,62,24,35,52,52,54,60,58,27,47,52,70,45,80,48,64,34,33,87,62,67,60,38,41,75,57
30,49,53,38,51,45,28,46,40,77,60,93,40,17,30,37,34,37,74,49,66,68,29,40,74,37,45,58
59,41,62,66,50,71,47,75,65,44,49,49,59,37,53,53,51,67,50,87,39,62,66,62,71,65,16,37
57,69,82,23,32,48,49,63,69,67,42,30,54,55,55,58,72,15,74,82,60,60,34,63,79,52,55,67
63,57,58,55,17,35,25,42,64,48,23,83,45,28,63,50,70,53,29,79,41,38,77,53,35,72,56,43
39,20,28,47,70,57,47,58,68,59,57,63,53,73,48,64,83,60,57,16,38,56,54,69,50,18,47,41
54,43,34,34,51,58,40,42,46,56,44,55,10,52,45,45,54,29,41,56,37,35,36,43,36,53,67,32
50,76,42,42,67,57,34,35,71,20,46,84,48,28,47,39,49,33,59,77,49,40,60,54,58,50,21,24
62,55,67,41,52,44,69,54,41,43,41,44,27,53,38,57,63,49,34,42,39,39,48,47,62,70,45,34
59,39,48,45,52,55,25,48,45,68,53,61,45,61,40,62,38,44,43,53,23,33,30,49,23,52,65,57
-4,38,57,73,50,63,35,69,20,16,55,51,44,53,45,71,29,24,49,58,72,62,60,63,50,19,71,81
34,71,64,46,55,60,31,53,41,46,51,59,42,50,29,82,36,46,60,60,24,5,48,48,56,30,60,64
62,54,73,37,44,47,43,44,52,49,35,58,71,52,61,44,44,26,84,59,58,47,42,56,56,43,52,39
57,24,41,62,49,69,44,43,37,29,59,64,50,53,70,54,53,83,33,46,45,19,38,35,48,63,54,60
50,31,67,34,51,45,40,49,40,39,43,47,38,44,37,44,53,36,64,56,61,71,38,74,59,52,39,6
60,30,50,70,57,79,6,56,62,53,48,41,44,66,26,55,80,63,47,44,61,28,51,24,65,75,27,60
67,42,48,57,56,92,21,47,54,33,56,32,83,55,66,32,53,55,73,40,42,45,73,60,52,43,70,40
51,84,54,67,45,40,54,66,52,45,43,33,42,61,54,43,56,75,28,22,60,34,43,39,77,32,57,47
44,55,95,48,46,41,45,40,47,52,33,79,52,29,33,56,49,56,37,53,37,56,77,26,54,51,66,56
76,57,36,60,25,48,35,69,42,41,39,44,60,54,45,66,23,64,72,53,87,55,62,66,57,55,8,31
25,58,47,61,60,16,55,29,46,42,72,54,50,49,58,58,70,32,51,64,50,49,56,72,59,60,55,65
16,39,46,50,48,45,61,59,51,38,51,20,66,44,44,56,27,31,66,58,72,38,53,66,77,43,52,21
55,37,50,50,44,81,30,54,42,68,51,57,53,69,24,24,54,84,57,49,56,42,52,40,63,45,58,42
71,64,43,32,75,41,61,62,51,49,38,17,36,34,45,20,47,34,53,53,37,36,68,46,58,39,56,51
58,46,54,33,55,64,26,40,38,45,22,50,56,52,54,50,70,81,32,65,45,44,58,45,21,63,59,39
39,38,49,69,50,28,28,58,55,49,46,43,46,47,59,50,55,86,53,44,31,66,50,62,56,65,46,50
23,55,41,54,34,53,50,34,54,70,38,34,40,62,65,39,62,48,46,67,2,77,65,52,68,54,53,30
43,60,87,20,69,52,44,56,66,63,64,46,52,52,39,49,78,51,70,60,89,40,70,65,59,72,50,67
50,56,31,49,69,61,22,61,46,62,41,75,22,70,64,59,76,58,65,64,33,51,34,61,48,39,48,65
32,62,66,43,79,68,65,16,66,33,53,43,45,37,41,51,29,58,49,60,53,48,53,63,67,35,69,41
47,46,77,54,44,51,33,28,67,50,42,47,12,37,34,31,53,40,44,30,57,47,55,48,60,39,59,57
79,53,25,40,56,74,34,53,75,40,59,53,44,46,41,42,52,63,20,31,20,19,74,46,55,61,41,42
39,59,28,26,49,48,60,18,42,46,56,50,49,36,80,38,18,75,57,50,46,55,65,58,33,40,71,48
57,23,49,61,38,66,68,39,31,29,33,29,55,37,23,46,38,47,59,73,12,31,50,44,59,46,77,66
64,32,37,20,21,30,38,49,34,34,26,77,75,43,54,40,56,70,24,40,67,29,73,49,45,34,38,36
28,42,76,56,48,32,38,62,45,64,34,56,43,42,37,93,47,68,20,29,32,66,46,56,35,54,67,60
58,32,58,72,24,58,56,48,60,55,50,41,67,34,63,75,74,66,68,48,44,34,42,59,53,54,47,38
41,44,60,49,30,27,52,41,55,8,75,12,47,45,68,41,44,49,55,54,60,52,39,62,49,60,69,77
15,66,39,54,72,57,69,36,32,39,21,50,63,22,45,58,56,47,48,62,42,16,83,58,54,33,56,56
41,20,32,19,40,48,66,84,41,29,58,38,72,55,41,37,31,39,60,40,40,67,44,19,35,52,48,47
66,85,61,31,47,33,59,57,41,52,35,36,46,19,56,35,49,59,50,57,61,32,25,62,63,59,47,55
42,50,44,65,33,42,68,67,6,32,39,43,36,61,63,63,50,52,56,30,40,62,48,24,62,74,55,49
40,63,72,48,62,69,51,48,31,37,36,47,55,64,24,53,45,30,61,49,34,26,31,50,69,56,66,85
59,53,10,68,44,50,53,33,47,57,41,46,49,75,64,99,50,53,61,63,44,31,66,48,40,57,46,27
47,53,48,51,67,61,25,46,40,35,45,49,65,77,48,64,32,52,73,49,52,44,27,42,70,47,63,44
44,54,42,42,73,44,49,52,61,47,68,46,39,34,76,54,64,43,22,57,26,83,61,58,74,55,56,43
36,78,44,51,64,43,38,40,43,53,88,60,50,79,53,46,36,47,40,46,36,59,48,44,43,55,47,52
53,44,51,24,60,55,39,60,57,39,41,73,57,75,66,38,41,36,68,25,88,60,59,58,29,28,45,33
54,61,49,34,67,45,90,80,65,37,46,56,50,59,44,45,53,71,41,48,45,31,32,45,17,84,71,35
96,47,42,18,22,43,43,50,49,41,47,54,49,45,52,62,38,49,20,47,58,32,59,37,58,25,61,85
39,54,68,36,49,29,22,59,74,60,70,42,58,42,32,62,63,59,50,33,38,57,41,39,34,47,39,38
55,32,76,37,46,28,63,39,64,25,72,53,60,48,61,71,54,58,60,63,50,53,68,50,69,39,58,35
46,57,71,50,67,60,41,56,47,28,36,72,46,26,37,46,51,59,74,41,32,63,57,73,36,61,46,65
43,50,52,50,59,50,14,62,35,53,50,63,44,39,58,66,45,82,36,58,92,49,59,26,21,35,75,45
55,88,42,57,20,23,44,34,73,65,54,41,49,49,36,78,57,44,76,44,65,28,24,32,53,15,29,59
44,23,60,46,45,62,34,75,58,38,37,60,56,28,65,67,73,68,66,49,19,39,52,42,40,56,63,69
58,76,33,49,49,45,37,39,35,56,51,24,78,26,73,29,48,57,37,97,71,38,31,48,29,33,70,50
56,45,61,31,67,67,54,50,49,47,42,28,30,46,47,42,35,53,49,41,15,60,38,39,37,57,49,33
62,41,32,40,60,48,44,43,55,47,54,38,51,39,45,35,59,8,46,45,20,31,43,41,66,39,64,33
56,48,30,67,46,17,42,51,53,49,20,49,42,93,85,55,39,55,56,52,61,40,38,68,27,58,25,47
62,58,30,53,66,69,37,44,58,49,37,48,44,55,36,50,51,13,35,60,46,51,58,55,73,51,33,15
59,49,58,50,15,19,49,84,30,41,56,39,73,77,49,58,60,52,49,44,57,55,92,57,69,54,41,49
54,56,58,51,33,76,62,57,41,41,73,58,47,63,39,34,49,47,44,65,41,43,56,21,32,26,42,39
20,59,77,41,10,53,57,48,52,38,53,62,46,45,43,51,38,13,60,46,45,49,64,65,55,51,39,37
36,49,37,33,1,49,39,37,51,60,67,51,56,26,50,23,62,51,45,55,79,59,38,42,54,36,50,55
21,29,22,32,56,62,83,52,70,24,33,38,51,92,10,63,45,53,70,20,34,34,71,36,46,34,30,45
66,26,47,44,29,60,50,57,35,76,43,41,61,73,35,30,45,40,45,22,72,29,64,49,54,68,63,49
34,34,37,13,79,61,35,42,48,41,39,50,48,28,76,75,60,56,64,48,57,46,18,60,60,72,43,56
56,50,70,66,48,25,30,41,47,59,46,66,67,34,22,54,55,35,68,33,57,5,39,63,49,40,55,33
47,32,34,45,48,87,44,49,14,46,40,72,76,58,83,27,48,47,49,51,65,59,56,43,34,40,68,47
45,42,35,46,42,20,43,51,64,51,57,67,40,38,53,85,50,46,52,44,54,25,36,49,35,36,54,78
41,45,40,67,39,44,51,52,35,41,35,47,30,57,37,31,50,53,45,64,72,45,70,31,83,50,20,40
48,75,67,50,35,66,65,40,75,55,80,62,70,19,65,28,59,46,45,67,57,49,58,38,35,71,48,75
63,44,78,70,51,39,55,50,96,84,49,32,45,59,27,24,33,38,48,50,56,39,66,50,62,46,43,53
63,38,54,58,64,68,57,60,56,59,49,27,53,61,52,41,70,55,29,51,51,58,43,62,47,65,55,49
51,67,32,18,38,48,50,71,38,46,34,54,27,57,64,80,24,75,50,51,71,79,51,39,67,61,57,51
46,57,29,26,64,6,64,71,51,61,30,38,45,45,47,48,32,41,36,57,52,45,38,50,45,49,47,54
66,83,54,79,35,43,46,42,48,68,61,39,40,46,63,53,22,85,62,40,63,67,50,46,42,67,46,27
61,54,57,37,44,53,78,56,22,31,46,30,52,44,60,37,37,37,62,48,31,67,55,42,52,59,49,42
28,70,37,67,35,64,63,39,59,44,62,51,47,61,20,32,65,72,49,57,25,48,58,60,52,71,53,19
49,50,62,66,69,69,18,46,57,48,54,54,63,60,57,38,33,54,53,57,51,47,48,46,64,50,69,78
51,91,60,43,59,50,30,74,73,46,44,39,20,68,57,38,47,43,64,53,42,52,69,48,80,49,23,27
40,55,41,55,43,42,66,42,42,23,54,46,49,56,60,70,48,48,38,46,57,72,48,51,58,64,61,59
45,62,61,59,52,67,41,38,50,41,27,74,60,46,78,36,42,86,33,30,66,72,18,46,41,53,75,46
37,41,83,39,-1,45,68,48,54,58,65,61,53,53,85,30,39,45,41,66,50,67,61,72,40,26,66,71
66,63,40,37,44,24,43,19,38,24,38,73,66,38,74,56,33,59,53,55,32,32,43,56,42,21,56,39
41,57,42,36,59,38,39,40,56,57,58,48,28,67,38,38,62,47,72,54,63,64,57,30,57,52,35,64
68,66,69,54,51,60,40,60,54,58,68,29,49,29,48,42,50,41,53,50,51,54,48,56,36,40,86,65
61,62,69,30,35,70,32,36,54,50,64,43,41,56,61,37,30,58,39,28,61,43,25,73,42,44,55,31
52,64,45,40,85,60,71,43,32,57,31,57,46,56,57,56,93,54,48,42,56,67,20,62,65,115,50,42
37,68,58,54,43,59,55,69,66,68,41,66,50,28,58,33,42,46,45,53,45,56,39,65,55,51,52,75
65,13,68,40,39,23,71,39,80,74,55,55,48,42,32,48,36,69,53,24,53,56,39,41,61,53,31,62
72,69,61,41,66,54,57,86,49,33,67,44,45,50,60,41,40,51,33,56,34,23,47,65,50,27,45,65
52,51,54,28,36,24,56,79,47,55,44,51,28,35,39,65,45,29,53,26,91,48,56,61,41,46,61,78
54,67,55,50,50,43,34,39,59,44,29,60,54,53,75,41,50,71,33,66,37,45,83,50,59,57,64,37
34,49,70,24,28,47,15,44,59,70,57,50,75,49,73,32,42,56,42,56,49,26,35,40,71,62,32,71
31,65,39,59,66,37,72,54,62,51,66,26,69,25,40,58,8,64,36,55,47,31,48,64,59,31,64,37
59,22,31,47,60,51,67,41,49,67,40,62,54,52,57,47,37,54,53,41,56,50,28,50,42,54,60,47
17,53,38,56,62,59,33,50,60,43,76,39,37,25,41,69,72,23,59,51,41,84,25,90,69,56,40,59
55,21,66,31,64,64,47,44,52,71,51,52,37,63,42,35,26,85,48,48,78,52,21,45,45,33,41,29
44,72,41,66,32,81,55,42,53,30,58,51,44,51,53,42,53,35,32,57,68,32,64,59,54,64,69,46
56,28,40,38,48,29,41,77,53,44,36,55,68,30,53,38,63,57,54,47,35,54,46,44,46,48,48,69
72,56,66,70,81,59,58,75,20,48,30,24,71,43,46,48,30,68,41,68,48,39,35,72,45,17,78,11
31,47,44,59,25,31,34,90,34,46,37,39,83,49,33,64,58,48,57,43,26,14,39,48,64,74,65,45
82,38,73,71,38,51,55,44,59,42,60,34,42,57,34,52,63,22,60,41,50,59,42,45,29,33,39,33
43,40,52,53,61,34,50,46,50,50,19,64,70,56,37,51,48,80,48,41,71,80,61,43,59,33,61,32
64,64,57,40,50,41,68,75,53,67,25,43,19,73,49,53,72,49,45,50,1,43,27,40,28,57,38,58
53,54,19,68,67,67,58,37,47,55,83,31,39,58,70,51,47,54,43,47,46,31,37,43,24,8,47,56
53,29,33,68,59,54,43,76,44,61,70,74,51,41,67,76,77,31,58,45,51,33,56,40,33,46,30,52
28,76,42,51,41,42,53,56,75,65,44,62,60,35,40,48,44,30,24,41,60,44,60,51,48,48,44,55
35,53,76,65,56,75,38,57,41,41,24,62,27,29,30,36,49,29,85,59,28,27,36,36,39,51,84,46
56,37,46,59,23,46,36,42,80,23,71,51,35,41,37,56,43,44,31,42,53,66,21,27,67,14,37,83
54,29,27,48,33,49,36,51,53,43,42,80,39,70,30,56,46,43,48,64,29,59,85,62,41,43,62,53
0,18,57,32,69,44,44,61,44,31,45,47,48,62,57,40,78,45,30,25,58,40,27,54,69,49,51,61
56,51,74,50,24,26,19,56,33,60,34,44,55,57,40,32,13,37,66,44,41,17,64,29,40,55,41,26
68,65,67,50,42,34,70,39,49,43,12,64,73,31,24,61,69,57,64,52,23,37,63,73,91,39,45,40
52,60,50,66,45,57,50,48,31,44,29,59,66,54,66,36,54,29,57,73,46,57,32,66,67,54,80,52
